Year,NAME OF SUPPLIER,NAME OF PURCHASER,ENERGRY TRANSFERED (GWH)
1992,Damodar Valley Corp.,West Bengal S.E.B & Damodar Project Limited,765.7
1993,Goa,Andhra Pradesh S.E.B.,101.59
1993,Madhya Pradesh S.E.B,Andhra Pradesh S.E.B.,32.09
1993,Maharashtra  S.E.B,Andhra Pradesh S.E.B.,345.61
1993,Bhutan,Assam S.E.B.,32.26
1993,Damodar Valley Corp.,Assam S.E.B.,24.06
1993,Meghalaya S.E.B,Assam S.E.B.,319.88
1993,Tripura,Assam S.E.B.,3.51
1993,West Bengal S.E.B,Assam S.E.B.,73.62
1993,Assam S.E.B.,Bhutan,5.09
1993,Assam S.E.B.,Bihar S. E. B.,3.46
1993,Bhutan,Bihar S. E. B.,723.89
1993,Damodar Valley Corp.,Bihar S. E. B.,2174.21
1993,Nepal & Gandak Project,Bihar S. E. B.,42.26
1993,Orissa S.E.B,Bihar S. E. B.,214.25
1993,West Bengal S.E.B,Bihar S. E. B.,21.07
1993,Punjab S.E.B,Chandigarh,15.88
1993,Rajasthan S.E.B,Chandigarh,2.55
1993,Haryana S.E.B,Delhi Electricity Supply Undertaking,6.15
1993,Himachal Pradesh S.E.B.,Delhi Electricity Supply Undertaking,220.15
1993,Punjab S.E.B,Delhi Electricity Supply Undertaking,11.03
1993,Rajasthan S.E.B,Delhi Electricity Supply Undertaking,3.06
1993,Uttar Pradesh S.E.B,Delhi Electricity Supply Undertaking,8.31
1993,West Bengal S.E.B,Durgapur Project Limited,137.9
1993,Bhutan,Damodar Valley Corp.,327.33
1993,Gujarat S.E.B,Dadra & Nagar Haveli,4
1993,Bihar S.E.B.,Damodar Valley Corp.,14.76
1993,D.P.L,Damodar Valley Corp.,135.9
1993,N.T.P.C,Damodar Valley Corp.,347.4
1993,Orissa S.E.B,Damodar Valley Corp.,29.66
1993,West Bengal S.E.B,Damodar Valley Corp.,768.56
1993,Damodar Valley Corp.,F.C.I,21.1
1993,Karnataka S.E.B.,Goa,0.02
1993,Maharashtra  S.E.B,Goa,0.08
1993,Chandigarh,Haryana S.E.B.,1.06
1993,Himachal Pradesh S.E.B.,Haryana S.E.B.,62.45
1993,Punjab S.E.B,Haryana S.E.B.,21.19
1993,Rajasthan S.E.B,Haryana S.E.B.,7.98
1993,Delhi Electricity Supply Undertaking,Himachal Pradesh S.E.B,0.44
1993,Haryana S.E.B,Himachal Pradesh S.E.B,18.22
1993,Punjab S.E.B,Himachal Pradesh S.E.B,52.88
1993,Uttar Pradesh S.E.B,Himachal Pradesh S.E.B,291.06
1993,Punjab S.E.B,J&K S.E.B,1.91
1993,Maharashtra  S.E.B,Karnataka S.E.B.,0.18
1993,Andhra Pradesh S.E.B.,Karnataka S.E.B.,28.12
1993,Kerala S.E.B.,Karnataka S.E.B.,1.14
1993,Damodar Valley Corp.,Licencees in West Bengal,837.95
1993,Rajasthan S.E.B,Madhya Pradesh S.E.B,207.33
1993,Uttar Pradesh S.E.B,Madhya Pradesh S.E.B,44.03
1993,Maharashtra  S.E.B,Madhya Pradesh S.E.B,50.38
1993,Goa,Maharashtra  S.E.B,9.93
1993,Gujarat S.E.B,Maharashtra  S.E.B,62
1993,Uttar Pradesh S.E.B,Maharashtra  S.E.B,30.16
1993,Nagaland,Manipur,0.36
1993,Tripura,Mizoram,2.05
1993,Bihar S.E.B.,Nepal,19.3
1993,Tanakpur CGP,Nepal,20
1993,Uttar Pradesh S.E.B,Nepal,56.8
1993,Assam S.E.B.,Orissa S.E.B,4.67
1993,Bhutan,Orissa S.E.B,334.76
1993,Damodar Valley Corp.,Orissa S.E.B,261.77
1993,Madhya Pradesh S.E.B,Orissa S.E.B,46.41
1993,West Bengal S.E.B,Orissa S.E.B,161.59
1993,Andhra Pradesh S.E.B.,Pondicherry,17.97
1993,Kerala S.E.B.,Pondicherry,141.97
1993,Tamil Nadu S.E.B,Pondicherry,134.55
1993,Chandigarh,Punjab S.E.B,1.07
1993,Himachal Pradesh S.E.B.,Punjab S.E.B,100.04
1993,Uttar Pradesh S.E.B,Punjab S.E.B,36.68
1993,Himachal Pradesh S.E.B.,Rajasthan S.E.B,119.57
1993,Madhya Pradesh S.E.B,Rajasthan S.E.B,19.67
1993,Punjab S.E.B,Rajasthan S.E.B,626.45
1993,Uttar Pradesh S.E.B,Rajasthan S.E.B,5.9
1993,Bhutan,Sikkim,11.05
1993,Kerala S.E.B.,Tamil Nadu S.E.B,10.89
1993,Assam S.E.B.,Tripura,1.9
1993,Himachal Pradesh S.E.B.,Uttar Pradesh S.E.B,8.85
1993,Madhya Pradesh S.E.B,Uttar Pradesh S.E.B,0.23
1993,Rajasthan S.E.B,Uttar Pradesh S.E.B,15.16
1993,Assam S.E.B.,West Bengal S.E.B,0.42
1993,Bhutan,West Bengal S.E.B,75.42
1993,Damodar Valley Corp.,West Bengal S.E.B & Damodar Project Limited,670.95
1994,Goa,Andhra Pradesh S.E.B.,46.5
1994,Madhya Pradesh S.E.B,Andhra Pradesh S.E.B.,109.6
1994,Maharashtra  S.E.B,Andhra Pradesh S.E.B.,163
1994,Orissa S.E.B,Andhra Pradesh S.E.B.,74.8
1994,West Bengal S.E.B,Andhra Pradesh S.E.B.,75.5
1994,West Bengal S.E.B,Arunachal Pradesh,1.7
1994,Meghalaya S.E.B,Assam S.E.B.,114.56
1994,Assam S.E.B.,Bihar S. E. B.,14.5
1994,Bhutan,Bihar S. E. B.,664.74
1994,Damodar Valley Corp.,Bihar S. E. B.,1539.23
1994,Nepal & Gandak Project,Bihar S. E. B.,26.38
1994,Orissa S.E.B,Bihar S. E. B.,264.53
1994,West Bengal S.E.B,Bihar S. E. B.,108.4
1994,Punjab S.E.B.,Chandigarh,7.26
1994,Rajasthan S.E.B,Chandigarh,48.92
1994,Himachal Pradesh S.E.B.,Delhi Electricity Supply Undertaking,257.1
1994,Punjab S.E.B.,Delhi Electricity Supply Undertaking,16.76
1994,Rajasthan S.E.B,Delhi Electricity Supply Undertaking,22.44
1994,Bhutan,Damodar Valley Corp.,397.02
1994,Gujarat S.E.B,Dadra & Nagar Haveli,3.69
1994,Bihar S.E.B.,Damodar Valley Corp.,206.6
1994,N.T.P.C.,Damodar Valley Corp.,391.53
1994,Orissa S.E.B,Damodar Valley Corp.,23.95
1994,West Bengal S.E.B,Damodar Valley Corp.,1079.36
1994,Damodar Valley Corp.,F.C.T.,34.34
1994,Chandigarh,Haryana S.E.B.,1.07
1994,Himachal Pradesh S.E.B.,Haryana S.E.B.,121.98
1994,Rajasthan S.E.B,Haryana S.E.B.,9.97
1994,Haryana S.E.B,Himachal Pradesh S.E.B,60.48
1994,Punjab S.E.B.,Himachal Pradesh S.E.B,53.01
1994,Uttar Pradesh S.E.B,Himachal Pradesh S.E.B,342.1
1994,Andhra Pradesh S.E.B.,Karnataka S.E.B.,0.52
1994,Damodar Valley Corp.,Licencees in West Bengal,873.1
1994,Uttar Pradesh S.E.B,Madhya Pradesh S.E.B,47.89
1994,Andhra Pradesh S.E.B.,Madhya Pradesh S.E.B,14.98
1994,Maharashtra  S.E.B,Madhya Pradesh S.E.B,40.16
1994,Goa,Maharashtra  S.E.B,5.21
1994,Nagaland,Manipur,0.06
1994,West Bengal S.E.B,Manipur,14.6
1994,West Bengal S.E.B,Meghalaya S.E.B,10
1994,Assam S.E.B.,Mizoram,1.01
1994,Meghalaya S.E.B,Mizoram,2.49
1994,West Bengal S.E.B,Mizoram,4.1
1994,Rajasthan S.E.B,Madhya Pradesh S.E.B,168.4
1994,West Bengal S.E.B,Nagaland,6.4
1994,Bihar S.E.B.,Nepal,56.91
1994,Damodar Valley Corp.,Orissa S.E.B,292.92
1994,Andhra Pradesh S.E.B.,Orissa S.E.B,19.71
1994,Assam S.E.B.,Orissa S.E.B,8.4
1994,Bhutan,Orissa S.E.B,229.82
1994,Madhya Pradesh S.E.B,Orissa S.E.B,24.6
1994,West Bengal S.E.B,Orissa S.E.B,54.5
1994,Andhra Pradesh S.E.B.,Pondicherry,18.75
1994,Kerala S.E.B.,Pondicherry,18.04
1994,Tamil Nadu S.E.B,Pondicherry,158.99
1994,Himachal Pradesh S.E.B.,Punjab S.E.B,162.52
1994,Chandigarh,Punjab S.E.B,1.08
1994,Madhya Pradesh S.E.B,Rajasthan S.E.B,32.3
1994,Punjab S.E.B.,Rajasthan S.E.B,447.51
1994,Himachal Pradesh S.E.B.,Rajasthan S.E.B,204.85
1994,Orissa S.E.B,Assam S.E.B,50.7
1994,West Bengal S.E.B,Assam S.E.B,254.4
1994,Damodar Valley Corp.,Assam S.E.B,16.1
1994,Bhutan,Sikkim,6.29
1994,Kerala S.E.B.,Tamil Nadu S.E.B,53.24
1994,Assam S.E.B.,Tripura,12.96
1994,West Bengal S.E.B,Tripura,0.4
1994,Himachal Pradesh S.E.B.,Uttar Pradesh S.E.B,42.94
1994,Assam S.E.B.,West Bengal S.E.B,0.8
1994,Bhutan,West Bengal S.E.B,155.75
1994,D.P.L.,West Bengal S.E.B,608.74
1994,Damodar Valley Corp.,West Bengal S.E.B & Damodar Project Limited,1060.75
1995,Goa,Andhra Pradesh S.E.B.,20.2
1995,Gujarat S.E.B,Andhra Pradesh S.E.B.,11.5
1995,Madhya Pradesh S.E.B,Andhra Pradesh S.E.B.,23.2
1995,Maharashtra  S.E.B,Andhra Pradesh S.E.B.,54.7
1995,Orissa S.E.B,Andhra Pradesh S.E.B.,212.64
1995,West Bengal S.E.B,Andhra Pradesh S.E.B.,372.4
1995,Assam S.E.B.,Arunachal Pradesh,0.57
1995,Meghalaya S.E.B,Assam S.E.B.,225.61
1995,Orissa S.E.B,Assam S.E.B.,99.5
1995,West Bengal S.E.B,Assam S.E.B.,193.9
1995,Assam S.E.B.,Bihar S. E. B.,21.6
1995,Bhutan,Bihar S. E. B.,631.8
1995,Damodar Valley Corp.,Bihar S. E. B.,1495.29
1995,Nepal & Gandak Project,Bihar S. E. B.,63.3
1995,Uttar Pradesh S.E.B,Bihar S. E. B.,18.86
1995,West Bengal S.E.B,Bihar S. E. B.,18.57
1995,Himachal Pradesh S.E.B.,Chandigarh,98.58
1995,Punjab S.E.B,Chandigarh,1.17
1995,Haryana S.E.B,Delhi Electricity Supply Undertaking,5.41
1995,Himachal Pradesh S.E.B.,Delhi Electricity Supply Undertaking,52
1995,Punjab S.E.B,Delhi Electricity Supply Undertaking,12.14
1995,Bhutan,Damodar Valley Corp.,290.1
1995,Gujarat S.E.B,Dadra & Nagar Haveli,3.77
1995,Bihar S.E.B.,Damodar Valley Corp.,254.48
1995,Orissa S.E.B,Damodar Valley Corp.,83.31
1995,West Bengal S.E.B,Damodar Valley Corp.,915.31
1995,Damodar Valley Corp.,F.C.I,40.93
1995,Karnataka S.E.B.,Goa,0.1
1995,Himachal Pradesh S.E.B.,Haryana S.E.B.,159.29
1995,Chandigarh,Himachal Pradesh S.E.B,0.61
1995,J&K S.E.B.,Himachal Pradesh S.E.B,5.36
1995,Punjab S.E.B,Himachal Pradesh S.E.B,52.9
1995,Uttar Pradesh S.E.B,Himachal Pradesh S.E.B,458.1
1995,Maharashtra  S.E.B,Karnataka S.E.B.,300.3
1995,Tamil Nadu S.E.B,Karnataka S.E.B.,8.22
1995,Damodar Valley Corp.,Licencees in West Bengal,825.51
1995,Rajasthan S.E.B,Madhya Pradesh S.E.B,322.11
1995,Uttar Pradesh S.E.B,Madhya Pradesh S.E.B,44.77
1995,Andhra Pradesh S.E.B.,Madhya Pradesh S.E.B,2.2
1995,Maharashtra  S.E.B,Madhya Pradesh S.E.B,1.87
1995,Madhya Pradesh S.E.B,Maharashtra  S.E.B,52
1995,Assam S.E.B.,Manipur,11.82
1995,Assam S.E.B.,Mizoram,2.75
1995,Meghalaya S.E.B,Mizoram,5.6
1995,Assam S.E.B.,Nagaland,5.35
1995,Meghalaya S.E.B,Nagaland,14.37
1995,Bihar S.E.B.,Nepal,50
1995,Andhra Pradesh S.E.B.,Orissa S.E.B,118.94
1995,Bhutan,Orissa S.E.B,257.7
1995,Damodar Valley Corp.,Orissa S.E.B,150.53
1995,Andhra Pradesh S.E.B.,Pondicherry,22.07
1995,Tamil Nadu S.E.B,Pondicherry,197
1995,Chandigarh,Punjab S.E.B,1.95
1995,Himachal Pradesh S.E.B.,Punjab S.E.B,457.3
1995,Himachal Pradesh S.E.B.,Rajasthan S.E.B,39.49
1995,Madhya Pradesh S.E.B,Rajasthan S.E.B,106.77
1995,Punjab S.E.B,Rajasthan S.E.B,309.54
1995,Bhutan,Sikkim,6.1
1995,Assam S.E.B.,Tripura,1.53
1995,Himachal Pradesh S.E.B.,Uttar Pradesh S.E.B,79.37
1995,Punjab S.E.B,Uttar Pradesh S.E.B,17.14
1995,Bhutan,West Bengal S.E.B,323.1
1995,Sikkim,West Bengal S.E.B,0.03
1995,D.P.L,West Bengal S.E.B,508.76
1995,Damodar Valley Corp.,West Bengal S.E.B & Damodar Project Limited,1364.83
1996,GRIDCO,Andhra Pradesh S.E.B.,212.64
1996,Karnataka S.E.B.,Andhra Pradesh S.E.B.,2.72
1996,Madhya Pradesh S.E.B,Andhra Pradesh S.E.B.,7.83
1996,West Bengal S.E.B,Andhra Pradesh S.E.B.,77.83
1996,GRIDCO,Assam S.E.B.,138.5
1996,Meghalaya S.E.B,Assam S.E.B.,155.3
1996,West Bengal S.E.B,Assam S.E.B.,177.79
1996,Bhutan,Bihar S. E. B.,520.24
1996,Damodar Valley Corp.,Bihar S. E. B.,1546.07
1996,Nepal & Gandak Project,Bihar S. E. B.,110.24
1996,West Bengal S.E.B,Bihar S. E. B.,17.65
1996,Himachal Pradesh S.E.B.,Chandigarh,8.16
1996,Bhutan,Damodar Valley Corp.,259.4
1996,Bihar S.E.B.,Damodar Valley Corp.,307.34
1996,GRIDCO,Damodar Valley Corp.,92.43
1996,West Bengal S.E.B,Damodar Valley Corp.,832.52
1996,Haryana S.E.B,Delhi Vidyut Board,4.3
1996,Damodar Valley Corp.,F.C.I,6.43
1996,Karnataka S.E.B.,Goa,0.03
1996,Maharashtra  S.E.B,Goa,0.07
1996,Andhra Pradesh S.E.B.,GRIDCO,107.54
1996,Bhutan,GRIDCO,249.7
1996,Damodar Valley Corp.,GRIDCO,103.78
1996,Maharashtra  S.E.B,Gujarat S.E.B,474
1996,Chandigarh,Haryana S.E.B.,1.4
1996,Himachal Pradesh S.E.B.,Haryana S.E.B.,222.47
1996,J&K S.E.B.,Haryana S.E.B.,1.1
1996,J&K S.E.B.,Haryana S.E.B.,17.25
1996,Punjab S.E.B,Haryana S.E.B.,1.17
1996,Delhi Vidyut Board,Himachal Pradesh S.E.B,0.74
1996,Punjab S.E.B,Himachal Pradesh S.E.B,84.83
1996,Uttar Pradesh S.E.B,Himachal Pradesh S.E.B,418.15
1996,Andhra Pradesh S.E.B.,Karnataka S.E.B.,15.27
1996,Kerala S.E.B.,Karnataka S.E.B.,0.25
1996,Maharashtra  S.E.B,Karnataka S.E.B.,702.18
1996,Damodar Valley Corp.,Licencees in West Bengal,869.16
1996,Rajasthan S.E.B,Madhya Pradesh S.E.B,306.45
1996,Uttar Pradesh S.E.B,Madhya Pradesh S.E.B,47.37
1996,Andhra Pradesh S.E.B.,Madhya Pradesh S.E.B,40.48
1996,Maharashtra  S.E.B,Madhya Pradesh S.E.B,34.46
1996,Goa,Maharashtra  S.E.B,14.51
1996,Madhya Pradesh S.E.B,Maharashtra  S.E.B,2.54
1996,Assam S.E.B.,Manipur,22.76
1996,Nagaland,Manipur,0.06
1996,Assam S.E.B.,Mizoram,7.85
1996,Meghalaya S.E.B,Mizoram,2.94
1996,Assam S.E.B.,Nagaland,9.26
1996,Meghalaya S.E.B,Nagaland,13.09
1996,Bihar S.E.B.,Nepal,83.99
1996,Andhra Pradesh S.E.B.,Pondicherry,32.64
1996,Kerala S.E.B.,Pondicherry,19.47
1996,Tamil Nadu S.E.B,Pondicherry,207
1996,Chandigarh,Punjab S.E.B,0.02
1996,Delhi Vidyut Board,Punjab S.E.B,15.23
1996,Haryana S.E.B,Punjab S.E.B,3.83
1996,Himachal Pradesh S.E.B.,Punjab S.E.B,16.24
1996,Rajasthan S.E.B,Punjab S.E.B,7.08
1996,Haryana S.E.B,Rajasthan S.E.B,0.48
1996,Himachal Pradesh S.E.B.,Rajasthan S.E.B,456.42
1996,Punjab S.E.B,Rajasthan S.E.B,320.11
1996,Bhutan,Sikkim,16.3
1996,Haryana S.E.B,Uttar Pradesh S.E.B,7.8
1996,Himachal Pradesh S.E.B.,Uttar Pradesh S.E.B,29.17
1996,Uttar Pradesh S.E.B,Uttar Pradesh S.E.B,39.1
1996,Bhutan,West Bengal S.E.B,421.6
1996,D.P.L,West Bengal S.E.B,595.27
1996,Sikkim,West Bengal S.E.B,0.2
1996,Damodar Valley Corp.,West Bengal S.E.B & Damodar Project Limited,1359.76
1997,Karnataka S.E.B.,Andhra Pradesh S.E.B.,4.02
1997,Madhya Pradesh S.E.B,Andhra Pradesh S.E.B.,2.6
1997,Maharashtra  S.E.B,Andhra Pradesh S.E.B.,61.84
1997,Meghalaya S.E.B,Assam S.E.B.,219.61
1997,West Bengal S.E.B,Bhutan,1
1997,Bhutan,Bihar S. E. B.,467.1
1997,Damodar Valley Corp.,Bihar S. E. B.,1390.93
1997,Nepal & Gandak Project,Bihar S. E. B.,57.46
1997,West Bengal S.E.B,Bihar S. E. B.,19.02
1997,Himachal Pradesh S.E.B.,Chandigarh,0.24
1997,Bhutan,Damodar Valley Corp.,256.2
1997,Bihar S.E.B.,Damodar Valley Corp.,103.15
1997,GRIDCO,Damodar Valley Corp.,75.73
1997,West Bengal S.E.B,Damodar Valley Corp.,785.2
1997,Punjab S.E.B,Delhi Vidyut Board,48.23
1997,Damodar Valley Corp.,GRIDCO,130.6
1997,Andhra Pradesh S.E.B.,GRIDCO,116.15
1997,Bhutan,GRIDCO,204.8
1997,Maharashtra  S.E.B,Gujarat S.E.B,336.09
1997,Haryana S.E.B,Himachal Pradesh S. E. B.,32.55
1997,Himachal Pradesh S.E.B.,Haryana S.E.B.,157.9
1997,Punjab S.E.B,Haryana S.E.B.,168.55
1997,Delhi Vidyut Board,Himachal Pradesh S.E.B,0.62
1997,Punjab S.E.B,Himachal Pradesh S.E.B,212.1
1997,Uttar Pradesh S.E.B,Himachal Pradesh S.E.B,481.9
1997,Himachal Pradesh S.E.B.,J&K S.E.B,14.18
1997,Punjab S.E.B,J&K S.E.B,106.66
1997,Andhra Pradesh S.E.B.,Karnataka S.E.B.,32.73
1997,Maharashtra  S.E.B,Karnataka S.E.B.,183.91
1997,Karnataka S.E.B.,Kerala S.E.B.,0.2
1997,Damodar Valley Corp.,Licencees in West Bengal,839
1997,Andhra Pradesh S.E.B.,Madhya Pradesh S.E.B,2.28
1997,Maharashtra  S.E.B,Madhya Pradesh S.E.B,7.37
1997,Rajasthan S.E.B,Madhya Pradesh S.E.B,458.29
1997,Uttar Pradesh S.E.B,Madhya Pradesh S.E.B,43.73
1997,Madhya Pradesh S.E.B,Maharashtra  S.E.B,35.83
1997,Assam S.E.B.,Manipur,1.6
1997,Meghalaya S.E.B,Manipur,2.37
1997,Nagaland,Manipur,0.07
1997,Assam S.E.B.,Mizoram,0.87
1997,Meghalaya S.E.B,Mizoram,4.5
1997,Damodar Valley Corp.,N.T.P.C,13.67
1997,Assam S.E.B.,Nagaland,2.06
1997,Meghalaya S.E.B,Nagaland,10.07
1997,Bihar S.E.B.,Nepal,300.43
1997,Uttar Pradesh S.E.B,Nepal,20
1997,Andhra Pradesh S.E.B.,Pondicherry,27.61
1997,Kerala S.E.B.,Pondicherry,20.61
1997,Tamil Nadu S.E.B,Pondicherry,198.06
1997,Himachal Pradesh S.E.B.,Punjab S.E.B,436.73
1997,J&K S.E.B.,Punjab S.E.B,21.29
1997,Delhi Vidyut Board,Rajasthan S.E.B,139.45
1997,Himachal Pradesh S.E.B.,Rajasthan S.E.B,80.72
1997,Madhya Pradesh S.E.B,Rajasthan S.E.B,79.63
1997,Punjab S.E.B,Rajasthan S.E.B,236.91
1997,Bhutan,Sikkim,12.6
1997,Maharashtra  S.E.B,Tamil Nadu S.E.B,8.58
1997,Assam S.E.B.,Tripura,0.86
1997,Meghalaya S.E.B,Tripura,4.16
1997,Himachal Pradesh S.E.B.,Uttar Pradesh S.E.B,31.69
1997,Punjab S.E.B,Uttar Pradesh S.E.B,181.55
1997,Bhutan,West Bengal S.E.B,386.5
1997,D.P.L,West Bengal S.E.B,505.72
1997,Sikkim,West Bengal S.E.B,0.2
1997,Damodar Valley Corp.,West Bengal S.E.B & Damodar Project Limited,1448.13
1998,Gujarat S.E.B,Andhra Pradesh Transco.,51.94
1998,Madhya Pradesh S.E.B,Andhra Pradesh Transco.,51.44
1998,Maharashtra  S.E.B,Andhra Pradesh Transco.,300.42
1998,Karnataka S.E.B.,Andhra Pradesh Transco.,2.9
1998,Meghalaya S.E.B,Assam S.E.B.,147.24
1998,West Bengal S.E.B,Bhutan,1
1998,Bhutan,Bihar S. E. B.,431.9
1998,Damodar Valley Corp.,Bihar S. E. B.,1471.94
1998,Nepal & Gandak Project,Bihar S. E. B.,57.98
1998,West Bengal S.E.B,Bihar S. E. B.,16
1998,Bhutan,Damodar Valley Corp.,177.2
1998,Bihar S.E.B.,Damodar Valley Corp.,81.39
1998,GRIDCO,Damodar Valley Corp.,38.07
1998,West Bengal S.E.B,Damodar Valley Corp.,789.53
1998,Andhra Pradesh Transco.,GRIDCO,94.72
1998,Bhutan,GRIDCO,243
1998,Damodar Valley Corp.,GRIDCO,140.54
1998,Maharashtra  S.E.B,Gujarat S.E.B,0.6
1998,Haryana S.E.B,Himachal Pradesh S. E. B.,31.86
1998,Delhi Vidyut Board,Haryana S.E.B.,53.7
1998,Himachal Pradesh S.E.B.,Haryana S.E.B.,100.01
1998,Punjab S.E.B.,Haryana S.E.B.,157.18
1998,Punjab S.E.B.,Himachal Pradesh S.E.B,136.38
1998,Uttar Pradesh S.E.B,Himachal Pradesh S.E.B,551.83
1998,Punjab S.E.B.,J&K S.E.B,98.22
1998,Andhra Pradesh Transco.,Karnataka S.E.B.,19.16
1998,Goa,Karnataka S.E.B.,44
1998,Kerala S.E.B.,Karnataka S.E.B.,0.23
1998,Maharashtra  S.E.B,Karnataka S.E.B.,820.85
1998,Karnataka S.E.B.,Kerala S.E.B.,4.15
1998,Damodar Valley Corp.,Licencees in West Bengal,714.94
1998,Andhra Pradesh Transco.,Madhya Pradesh S.E.B,0.87
1998,Maharashtra  S.E.B,Madhya Pradesh S.E.B,0.59
1998,Punjab SEB,Madhya Pradesh S.E.B,233.28
1998,Rajasthan S.E.B,Madhya Pradesh S.E.B,436.36
1998,Uttar Pradesh S.E.B,Madhya Pradesh S.E.B,21.55
1998,Madhya Pradesh S.E.B,Maharashtra  S.E.B,1.02
1998,Meghalaya S.E.B,Manipur,4.5
1998,Tripura,Mizoram,53.44
1998,Damodar Valley Corp.,N.T.P.C.,24.86
1998,Bihar S.E.B.,Nepal,229.5
1998,Uttar Pradesh S.E.B,Nepal,39.59
1998,Andhra Pradesh Transco.,Pondicherry,24
1998,Kerala S.E.B.,Pondicherry,20.73
1998,Tamil Nadu S.E.B,Pondicherry,205
1998,Himachal Pradesh S.E.B.,Punjab S.E.B,199.61
1998,J&K S.E.B.,Punjab S.E.B,105.98
1998,Rajasthan S.E.B,Punjab S.E.B,22.78
1998,Madhya Pradesh S.E.B,Rajasthan S.E.B,89.97
1998,Uttar Pradesh S.E.B,Rajasthan S.E.B,130.23
1998,Himachal Pradesh S.E.B.,Rajasthan S.E.B,126.22
1998,Punjab S.E.B.,Rajasthan S.E.B,521.29
1998,Bhutan,Sikkim,25.9
1998,Maharashtra  S.E.B,Tamil Nadu S.E.B,188.84
1998,Punjab SEB,Tamil Nadu S.E.B,181.12
1998,Rajasthan S.E.B,Uttar Pradesh S.E.B,15.6
1998,Bhutan,West Bengal S.E.B,448.8
1998,D.P.L.,West Bengal S.E.B,268.03
1998,Sikkim,West Bengal S.E.B,0.01
1998,Damodar Valley Corp.,West Bengal S.E.B & Damodar Project Limited,1573.1
1999,GRIDCO,Andhra Pradesh Transco.,565.92
1999,Gujarat S.E.B,Andhra Pradesh Transco.,47.53
1999,Maharashtra  S.E.B,Andhra Pradesh Transco.,140.27
1999,Meghalaya S.E.B,Assam S.E.B.,174.02
1999,Bhutan,Bihar S. E. B.,524.51
1999,Damodar Valley Corp.,Bihar S. E. B.,1592.81
1999,Nepal & Gandak Project,Bihar S. E. B.,42.05
1999,West Bengal S.E.B,Bihar S. E. B.,19.85
1999,Chandigarh,Delhi Vidyut Board,1.13
1999,Haryana S.E.B,Delhi Vidyut Board,6.38
1999,Himachal Pradesh S.E.B.,Delhi Vidyut Board,553.16
1999,J&K S.E.B.,Delhi Vidyut Board,15.9
1999,Punjab S.E.B,Delhi Vidyut Board,2.25
1999,Rajasthan S.E.B,Delhi Vidyut Board,18.02
1999,Uttar Pradesh S.E.B,Delhi Vidyut Board,10.65
1999,Bhutan,Damodar Valley Corp.,195.22
1999,Bihar S.E.B.,Damodar Valley Corp.,112.55
1999,GRIDCO,Damodar Valley Corp.,71.9
1999,West Bengal S.E.B,Damodar Valley Corp.,733.79
1999,Andhra Pradesh Transco.,GRIDCO,131.94
1999,Bhutan,GRIDCO,153.28
1999,Damodar Valley Corp.,GRIDCO,186.37
1999,Haryana S.E.B,Himachal Pradesh S. E. B.,44.05
1999,Delhi Vidyut Board,Haryana S.E.B.,217.55
1999,Himachal Pradesh S.E.B.,Haryana S.E.B.,91.74
1999,J&K S.E.B.,Haryana S.E.B.,3.1
1999,Punjab S.E.B,Haryana S.E.B.,147.83
1999,Punjab S.E.B,Himachal Pradesh S.E.B,201.55
1999,Uttar Pradesh S.E.B,Himachal Pradesh S.E.B,434.31
1999,Punjab S.E.B,J&K S.E.B,115.3
1999,Andhra Pradesh Transco.,Karnataka S.E.B.,31.78
1999,Maharashtra  S.E.B,Karnataka S.E.B.,467.43
1999,Maharashtra  S.E.B,Kerala S.E.B.,28.97
1999,Damodar Valley Corp.,Licencees in West Bengal,762.49
1999,Andhra Pradesh Transco.,Madhya Pradesh S.E.B,1.53
1999,Maharashtra  S.E.B,Madhya Pradesh S.E.B,0.54
1999,Rajasthan S.E.B,Madhya Pradesh S.E.B,468.33
1999,Uttar Pradesh S.E.B,Madhya Pradesh S.E.B,37.58
1999,Madhya Pradesh S.E.B,Maharashtra  S.E.B,1.13
1999,Meghalaya S.E.B,Manipur,9.5
1999,Tripura,Mizoram,49.92
1999,Damodar Valley Corp.,N.T.P.C,28.84
1999,Bihar S.E.B.,Nepal,187.48
1999,Tanakpur CGP,Nepal,13.34
1999,Andhra Pradesh Transco.,Pondicherry,24
1999,Kerala S.E.B.,Pondicherry,22.68
1999,Tamil Nadu S.E.B,Pondicherry,196
1999,J&K S.E.B.,Punjab S.E.B,153.1
1999,Himachal Pradesh S.E.B.,Rajasthan S.E.B,0.9
1999,Madhya Pradesh S.E.B,Rajasthan S.E.B,17.33
1999,Punjab S.E.B,Rajasthan S.E.B,142.44
1999,Bhutan,Sikkim,28.23
1999,Maharashtra  S.E.B,Tamil Nadu S.E.B,6.83
1999,Punjab S.E.B,Tamil Nadu S.E.B,82.42
1999,Bhutan,West Bengal S.E.B,596.79
1999,Durgapur Project Limited,West Bengal S.E.B,467.49
1999,GRIDCO,West Bengal S.E.B,14.42
1999,Damodar Valley Corp.,West Bengal S.E.B & Damodar Project Limited,1412.94
2000,Karnataka S.E.B.,Andhra Pradesh Transco.,2.14
2000,Punjab SEB,Andhra Pradesh Transco.,59.78
2000,GRIDCO,Andhra Pradesh Transco.,875.61
2000,Maharashtra  S.E.B,Andhra Pradesh Transco.,23.81
